labelling_id,labelling_name_fr,labelling_name_en
a6ba638d007f156a5fa44824c0314ec0_lab,Lou Perac (la brique),Lou Perac
1c38a16e435ae33cc4f7b7f6f7a59ec5_lab,Morbier,Morbier
4adb2fbf2953579d2622df4571417ad9_lab,Mozzarella,Mozzarella
2f0979e79e6196d38de4ba2d4037d780_lab,Port-Salut,Port-Salut
0f18ebd18cd0e44934a11590df4f4756_lab,Reblochon,Reblochon
4ed20cd861497b435686a9417f94b3fa_lab,Ricotta,Ricotta
6c0014d87a9060754a05e26a9d416749_lab,Rocamadour,Rocamadour
487cb41431e50f3ed30292fc7318c336_lab,Saint-Môret,Saint-Môret
42a70874c0d4c249898da9403c42698b_lab,Toast au chèvre,Goat cheese toast
6d5ec3ef5945fcc294686ecda741af9d_lab,Tomme,Tomme
180a03ee7d014afb80847b08a37c6d29_lab,Vacherin Mont d'Or,Swiss Vacherin cheese
2f0074f1110e5acef211a8c5548dbc81_lab,Valençay,Valençay
2a6c9111c607dadfb53a9fc0fe2dc36b_lab,Creme dessert au chocolat (type Mont blanc),Chocolate dessert cream
f28048939811b0a6f945688d266ca6e8_lab,Creme dessert à la vanille (type Mont blanc),Vanilla dessert cream
110efecc66d540fde52bc766eee8822e_lab,Danette chocolat (en pot),Danette chocolate flavoured
72730a8ad3c191250dcb59428e4fa77c_lab,Danette vanille (en pot),Danette vanilla flavoured
3c90e248c66be81cfdd3df3168c4715f_lab,Yaourt (tous type en pot en plastique ou verre),Yogurt
4b5e952634564067d1dde2822c51f0e4_lab,Blé (type ebly),Wheat
29ab440e243d56aef8b899183af13781_lab,Boulgour,Bulgur
d108c65ede7afa9c2b190a11149a96fa_lab,Epeautre,hulled wheat
728f17a5abf4cffa1ff52d2d6413904a_lab,Quinoa,Quinoa
cde9fe0aa28e3cbd67b8a44ab17caeb4_lab,Riz blanc,White rice
0016713bddf1398a3d7e19f40bcbfa15_lab,Riz complet,Brown rice
3b4bf68c147c42091a62a3783a23a383_lab,Riz sauvage,Wild rice
68a82bc1ce3de80934f9c422ffbb56c7_lab,Son d'avoine,Oat bran
5b9c77cffd8cd48f5daa1ab1a8ec352c_lab,Jambalaya (plat complet),Jambalaya
f781487fc03062228c201c5914950a39_lab,Paella (plat complet),Paella
d4112a5fd08b37e17f976eeb96fa8e41_lab,Risotto (tous types),Risotto
931598d95c9949c06dba67e4e8225dc8_lab,Riz cantonnais,Cantonese rice
f74403f54dc47a84ac169d3d528c387c_lab,Salade de riz,Rice salad
223ff9fb8265128a85249b42b5df2038_lab,Céléri-rave en salade,Celery root salad
ba0c031e17f8ff2cb9b093288f64dc54_lab,Chicorée rouge,Red chicory
4840baadf214d633c9e4d399ebd94a8e_lab,Endives en salade,Endive salad
ed32bb23be52d43816e8ae784ada5936_lab,Épinards en salade,Spinach salad
8e847a1804895b6120638e359a6cbcd3_lab,Fenouil en salade,Fennel salad
9c9739d26e0b1f0b3df7126e995a4154_lab,Mâche,Lamb's lettuce
eaf7095cb86c9a42003a2d869a800005_lab,Roquette,Roquette
dd739861c26d96c892ad5bf4b4b50ddc_lab,Salade frisée,Green salad Curly
21b42213b9d4f9578b6b39ca3c705003_lab,"Salade verte (type scarolle mais pas mâche, frisée ou roquette)",Green salad
4e53845fef9c98ef688dfd70f044f079_lab,Céleri rémoulade,Remoulade celery
4c71f797aaead3a7c6ea5f025e81a06e_lab,Champignons à la grecque,Greek-style mushrooms
8e147a47fc625b48436fd0f1b1204e10_lab,Pâtes aux légumes (tous type de pâtes),Vegetable pasta
75add796e04474a81bccdb126ec071f9_lab,Salade d'algues,Seaweed
897ff321c8efc6df8ca1248041cd3306_lab,Salade de lentilles,Lentil salad
7821257ef1bb88aded89d88b972cafed_lab,Salade piémontaise,French Potatoe Salad
7e860f5b71cb20f0dd74c69a78d9b3c0_lab,Taboulé oriental (avec base semoule),Tabbouleh
83ff9d037da311682247c9fc1fba5ff6_lab,Taboulé libanais (avec base persil),Lebaneese tabbouleh
c262e42a627986076c07c4a194946a93_lab,Tomate Mozzarella (Salade Caprese plat complet),Tomato Mozzarella
86c3d0a1504420d4a3766af8ab0b4e2b_lab,Bagel (toutes garnitures),Bagel
c0836158e302607934b66429ef7aaa1f_lab,Big mac,Big mac
261fb6f4e032502f18ec10e4480c3651_lab,Chawarma,Shawarma
443ae87a0550c948dbb1c33086d23450_lab,Croissant au jambon,Ham Croissant
580907c26ae648bb6bd19289ff8ce03f_lab,Croque-madame (avec un oeuf dessus),Toastie
2a0bb03884ff2074d4b414dc2499a63f_lab,Croque-monsieur,Toastie
7aa99f13e44dd25f7de294bc71abe4ff_lab,Hamburger (sauf big mac),Hamburger
e27f913955c70cb8e0f2ad659061fd0e_lab,Hot-dog,Hot-dog
4f8ccd0f117b71878c43d4d3599fbbfc_lab,Kebab,Kebab
ec2f4189c40dc778f11fd8222646b0c6_lab,Panini (tous types),Panini
83caec1d0266f2d59fd9e04e1d18513e_lab,Wrap (tous types de garnitures),Wrap
e2dcd7029ac2ae9ca99f1d27676b33e4_lab,Câpres,Capers
9156a4eedc1cd0c04c55d78d8b50c980_lab,Cornichons,Pickles
0091dc4bb8c8fc42c2eb2464cac15a73_lab,Guacamole,Guacamole
81e20b42664863a5757aa4a205903053_lab,Harissa (à part),Harissa
3ae0c824b373552c024425af287557a9_lab,Houmous,Hummus
24c60f771fec1643b3a35a9b5bb81b0a_lab,Ketchup (à part),Ketchup
d3f1c245c6a1974636c638b5e8c58d58_lab,Mayonnaise (à part),Mayonnaise
0bd4c36c88d63f30cbd156b50464590b_lab,Moutarde (à part),Mustard
240ccf461a419c20ff6bec4a3fe4bf2f_lab,Moutarde à l'ancienne (à part),Mustard
714d1312572708f550f8eee26fbaf2b7_lab,Olives noires,Black olives
fdb9388f2f2a4fbc9f8edde83b338201_lab,Olives vertes,Green olives
9ff415403bbe4785776a7b185a86e282_lab,Pesto (à part),Pesto
487e4792f13b3e5d51ba4a52d91a87a5_lab,Sauce carbonara,Carbonara sauce
cd128932b97ef73671e3b624a181bec0_lab,Sauce à la crème (à part),Cream sauce
840119ef870d1f5c402b9df665b15c68_lab,Sauce aigre douce (à part),Sweet and sour sauce
40a9299d9f3e1f3fb63a954ee92ee640_lab,Sauce au beurre (à part),Butter sauce
76b494ea1deee8b30631d275b54952a5_lab,Sauce au curry (à part),Curry sauce
624545bed6e2bb8b52f1d5c28906a198_lab,Sauce au poivre (à part),Pepper corn sauce
e64ac668cf81bd6228cab7898ee2b15c_lab,Sauce au vin rouge (à part),Red wine sauce
e43f970fbfeda6a8029916311cce9d5e_lab,Sauce aux champignons (à part),Mushrooms sauce
35956540fddb982fec453e05ce6e7702_lab,Sauce barbecue (à part),Barbecue sauce
c7d238874ba23f5bf857f0f8571be77e_lab,Sauce béarnaise (à part),Sauce Béarnaise
e97f3835652b0116155e399c2a7e8669_lab,Sauce cocktail (à part),Cocktail sauce
8c2a6d9050d1eccb0c0b907924ea4374_lab,Sauce d'huître (à part),Oyster sauce
ee0ad27c3a02239da387134fcaadb490_lab,Sauce de soja (à part),Soy sauce
2ad8917b2158edf05352fd33f6e4c80d_lab,Sauce hollandaise (à part),Hollandaise sauce
6f4424dc72c093c5a3ca02f4a5348c1f_lab,Sauce Ranch (à part),Ranch sauce
e54bade7ed0cfb8d4bd2de7932f931cb_lab,Sauce nem sucrée (à part),Sweet soy sauce
a4abc986701f1759315bae54ba51198e_lab,Sauce tomate (à part),Tomato sauce
15f63a249b40951cda6f39f3b8b48ace_lab,Sauce vinaigrette,Italian Dressing
7e13d1a010c57c1f349dbce75b408762_lab,Tapenade,Tapenad
9de66567ece99ca7265921bf54cc6b9f_lab,Tomates séchées,Dried tomatoes
587d6e7a9b2329e80631c973052ba3ad_lab,Tzatziki,Tzatziki
481fcac704c5857fb98405333f90c241_lab,Vinaigre,Vinegar
5b9e420454fd3a39c5fb07556d76418b_lab,Wasabi,Wasabi
be5025102665640523a595cc35d08d92_lab,Bouillabaisse (plat entier),Bouillabaisse
85d131df465c6c35622d101c179c17d9_lab,Bouillon,Broth
e1aa4f6c553fd01b4a90c36b667ea545_lab,Gaspacho,Gazpacho
721a27012ad3723caf189396dacc1e27_lab,Pho,Pho
fdcb09186db0e55feca798ca1550d339_lab,Soupe à l'oignon,French onion soup
7381c4a68441e0a72ab8c4783b5c1068_lab,Soupe à la tomate,Tomato soup
8e4a1e93c9fbe06008f6b948b4b3005b_lab,Soupe aux champignons,Mushrooms soup
2c04ee229199c849146bedf4ef797818_lab,Soupe aux carottes,Carrot soup
aa584ea08c6980d226524cd1d48b2e2c_lab,Soupe au pistou,Pistou soup
a7ea752ff375c6fb3c1588b1c3785eb4_lab,Soupe de légumes,Vegetable soup
c47d170600ae0a472ad031ac8756f87b_lab,Soupe aux lentilles,Lentils soup
5351e5179a39648567c8e2b3bed78141_lab,Soupe aux poireaux et pommes de terre,Leek and potato soup
c2463ce6b5cb71467f81a12d1832ddda_lab,Soupe de poissons,Fish soup
a33319658744b073cb387fe7136ed81d_lab,Soupe minestrone,Minestrone soup
8c63f3f1f469c3d869abe7cdfe5b5c02_lab,Soupe miso,Miso soup
618cb62517cf4ee2f225829c6490d674_lab,Confiture d'abricot (pas sur une tartine),Apricot jam (not on a toast)
edaf1de07e9947908b3fbd89b2b5e427_lab,Confiture d'orange (pas sur une tartine),Orange jam (not on a toast)
8438ef3436447f0efd307c48db4d258f_lab,Confiture de cerises (pas sur une tartine),Cherry jam (not on a toast)
ab04bc873792fcad5d75ed7a19806108_lab,Confiture de fraise (pas sur une tartine),Strawberry jam (not on a toast)
932049ad51dda22397cecfd63802321c_lab,Confiture de framboises (pas sur une tartine),Raspberry jam (not on a toast)
04ebd44a59324de55d9f276e914b51c4_lab,Confiture de myrtilles (pas sur une tartine),Blueberry jam (not on a toast)
88d8c996be01fe1ace5287bfd15cabb1_lab,Confiture de prunes (pas sur une tartine),Plum jam (not on a toast)
e02ce53a16a4d53df302e92068845d5e_lab,Coulis de fruits rouges,Fruit Dessert Sauce
0b4f8070598dd99b6b59060e5ee74917_lab,Miel (pas sur une tartine),Honey
379245e889aabf0965c0630a6b8142e8_lab,Pot de confiture,Jam in container
ba3e92309b48b361218110b0957fe196_lab,Sirop d'érable,Maple syrup
410f2f5d30b57f16b08574a3aa8fc51a_lab,Sucre blanc,White sugar
11737e41a7eabafad097e9985dbbc3f3_lab,Sucre roux,Brown sugar
06c58438b291c9c96587aca78419bb3c_lab,Aiguillettes de poulet,Chicken filet
fe0a4aaf6602233d8bff46dd0785b018_lab,Canard,Duck
2f91c46d066bfd7630a1e5839f214799_lab,Cuisse de canard,Duck thigh
e87e83ee4ae9e2343e3df102eec3693a_lab,Cuisse de poulet,Chicken thigh
86ac74d163d6f959b8542d8661240f4b_lab,"Escalope (de veau, de poulet)",Cutlet
db74df792e10a5de5468de7cd43eccb3_lab,Faisan,Pheasant
dddc6b1c1596fca0eb26059684fcf5b4_lab,Magret de canard,Duck Breast
b5bd9c19202a8658cb232c3bf29e8109_lab,Pigeon,Pigeon
28d43911f786029f49ab839331a7a034_lab,Poulet rôti (poulet entier),Roast chicken
703e7b3b4e2a07715552e466e0d231bd_lab,Wings de poulet,Wings
301706eb0177c2c6bcdc1d12908bf10e_lab,Steak de boeuf (tous types),Steak
0b590d0234719d57b682cb29d369e504_lab,Boeuf sauté,Sauteed beef
5b1684386cb82d3204f196b17c2e9b55_lab,Cervelle,Brains
a7d3d143074c4577868456589459f61d_lab,Cœur,Heart
bbc97c0464079f449bd94f212ea14a8d_lab,Côte de porc,Pork chops
d1d5345c39b5c0350aa636c817d064ad_lab,Côte de veau,Veal chop
fbbfc21ea60ea732ff10de9ec30e6297_lab,Côtelette d'agneau grillée,Grilled lamb chop
4b858509d18bd8561bc65665fcbd38ba_lab,Filet de boeuf en croûte,Beef Wellington
7f80382cf6d07c59ed144f39144fc256_lab,Filet mignon de porc,Roast
beb2640b9227b2fe1307b2f77195a5f7_lab,Foie (de veau),Liver
91af00e677f07c160916db7940e88493_lab,Gésiers,Gizzards
88489b454d2af2fae260acf893fdf22b_lab,Gigot d'agneau (en tranche),Leg of lamb
0a3b2116e582530c98c0dca48948f1c4_lab,Jarret de porc,Pork knuckle
af3a59db6039d630f5e1ae8293ab88ce_lab,Langue (de boeuf),Tongue
58447c9dbf08c2eddd7c6243a322eeef_lab,Lapin,Rabbit
3775cd10e07727037d6dc4269a305212_lab,Pain de viande,Meat Loaf
29eed6640fcc7a1176e091b9700a10bc_lab,Pastrami,Pastrami
253819d873762627670e85542e11c17d_lab,Poitrine de porc,Breast
5ab7f9d53ab7d92dc03b91c9eeae9076_lab,Ris de veau,Calf sweatbread
dc17887bcfef48a1b2b7548de1dc1751_lab,Rognons,Veal kidneys
6986cd1a233b6cc26aa94c9fa27775f8_lab,Rosbif,Roast beef
6a833c0e6784314b868f01bcc1628e96_lab,Roti de porc,Roast pork
b442fcc386eb7f9fd7842aa4b4a81e23_lab,Steak haché,Beef burger
83145cc81cc2c2c25894693905c9be53_lab,Travers de porc (ribs),Ribs
e3d40ccf2e184302211292e3d1b51a80_lab,Viande hachée (en vrac),Minced meat
920da597cbeeb36f527b1e55c18044d0_lab,Andouille crue (en tranches),Raw andouille
23f880dfb1f73b8857f030b09354914d_lab,Andouillette (cuite entière),Sausage
b2a6324865810a560b9de3dea4da35c0_lab,Bacon,Bacon
56583656246065ffb96e23674a21e235_lab,Bacon canadien (en tranche ronde),Canadian bacon
6d3f8948dc31ff4fb9d41acde59b7138_lab,Blanc de dinde (jambon de dinde),Turkey breast
383f2e7442615cdcb0535a0f280a66ad_lab,Boudin blanc (cuit entier),White pudding
ee92b44b244654e91706940e4914f01d_lab,Boudin noir (cuit entier),Black pudding
968452d20df64dbbac84b98ca5f0831d_lab,Bresaola,Bresaola
ef045375980986fb8cd2cb244511083c_lab,Cachir (en tranche),Cachir
a445578703e2d8ecefd9c6097aaab7a3_lab,Cervelas,Saveloy
bb528f3065f4e6246970c4b228dd3526_lab,Chipolata,Chipolata
b53a196a782208102900a201e47f3049_lab,Chorizo (en tranche),Chorizo
0ea6da5ce62bb01b480be8315fcc8955_lab,Confit de canard,Confit duck
2e495d338d57b7f18cd5319e068d49e8_lab,Coppa (en tranche),Coppa
4ff1f31a21ecb78eca3e8ae69b0deba4_lab,Foie gras,Foie gras
ca9119f36ce8f9dd8100c7b17e1b2dab_lab,Fricadelle,Fricadelle
1d4b149fc4feaa83a7bf9379402cd396_lab,Jambon blanc,Cooked ham
a648fc977fb863f5e23aed79eb7bf318_lab,Jambon cru,Raw ham
cbd2d276a54cbc741be20c6dbfd2c75a_lab,Jambonneau,Ham shank
ae771f13cc31ef69f2b4141a51757c8f_lab,Knacki,Knacki
e14a2ed2029fa3ff3769f16676a11f8d_lab,Lardon,Bacon
307dd0cd0132850a7748d5e932c03e8b_lab,Merguez,Merguez
0cc03086f86da32ac5c5cd3ce0f6d7d7_lab,Mortadelle (en tranche),Bologna
e589be866efdbee63f613e67fcc283c3_lab,Mousse de foie,Liver paté
6f38762fdead117f99a964b002808520_lab,Museau de porc,Pig snout
ddb00b62237483f1a1faa8aa881d39ce_lab,Pâté de campagne,Country Pâté
ca70139f68a662bd7a74c82be9e4310b_lab,Pâté en croûte,Meat pie
d5644cd031053268d551f8d9747d6d95_lab,Quenelle,Quenelle
18d5d23fede4433ba2d0135d2a930825_lab,Rillettes,Rillettes
f859d58b6d129e835d3f8eacb4ece706_lab,Rosette (en tranche),Lyon rosette
3ec4168709e1af5cdf9f8fd66dec6f29_lab,Salami (en tranche),Salami
eaedd1d3bf5f301f05ea4a2b789d9d28_lab,Saucisse cocktail,Sausage
0eb13d069b469cbc45a5e8b1e67f7bc7_lab,Saucisse de Morteau,Morteau sausage
0a7a8e3b51299a17758175cc74592f46_lab,Saucisson à l'ail (en tranche),Garlic salami
c8c3f0fcc7a923f7d215f02afd70feac_lab,Saucisson sec (en tranche),Dry salami
7f471164ab88ffb73b5eaa14ae9ed6a0_lab,Viande de Grison,Grisons meat
c2200193c76a3d395c982343081f992b_lab,Blanquette de veau,Veal blanquette
2dd7368f354eb4c93d6502424741186e_lab,Boeuf bourguignon,Beef bourguignon
16e8d55e29f5937ec0d39c4608ebbc1f_lab,Boulettes de bœuf,Beef Meatballs
e212f82e9a63816d604d0b9da2344226_lab,Boulettes de poulet,Chicken meatballs
f94563beeb410e5cfd3ace505801db58_lab,Brochette de boeuf,Beef brochette
da444ca6d8534b0dafca648d0e273209_lab,Brochette de volaille,Poultry Brochette
a068b48edcefa86cf889f073763717f5_lab,Carpaccio de boeuf,Beef carpaccio
2c6e6390a007320c065c80a5308ac53b_lab,Chili con carne (sans le riz),Chili con carne
d8b6ea1fde8861d19163b529ad209751_lab,Coq au vin,Coq au Vin
1ac1c5d4445c0b6c2f179676ff210977_lab,Escalope panée,Breadcrumbed cutlet
330ca069ac0ac77152ba2810fc2744d7_lab,Navarin d'agneau,Lamb stew
cb94abee1473453b760c9b357cacb407_lab,Osso buco,Osso Buco
70ed2266fd2b8450c864be4b1fc5a609_lab,Paupiette,Paupiette
15dcfb22d1b7f881fea4360fab4cc001_lab,Petit salé,Salt pork lentils
d200d5b7737eb72d2ccaf78a40fa7042_lab,Pot-au-feu,Beef stew
da1a0827e3898e332a200a5224f293c7_lab,Poulet à la crème,Creamy chicken
8cdbf511b7ad2ceba712112fd6e2ec16_lab,Poulet basquaise,Chicken Basquaise with rice
4c48e4f79d69dd5da345c9b55a855f91_lab,Poulet teriyaki,Teriyaki chicken
4436beb1578e3380a0cf1b7ab1b2c783_lab,Saucisses aux lentilles (plat complet),Lentils sausage
bb55005e9737b049c285980565bdd276_lab,Tajine (plat complet),Tajine
cd24f8e30fea86e555789e030fb8f9d8_lab,Tartare de bœuf,Beef Tartar
1d47f244801d2f1f7a3a6accd7a38be7_lab,Tripes,Tripe
23e20eef000da713975bb43c2b4455a6_lab,Beignet (tous parfums),Doughnut
018bd5827b42f5debb90fd618288553c_lab,Brioche en tranche,Brioche (sliced)
a5e80c9d5d01aa2bd426a460c2dcc7c4_lab,Brioche inviduelle,Individual brioche
d8300f97038862512a223ba5d20f3ef0_lab,Chausson aux pommes,Apple turnover
0a8250c69a4e0a7dbe209a09635e7778_lab,Chouquette,Chouquette
ec45e960aceb55ebf361ea56112a4ebe_lab,Croissant,Butter croissant
7961f78e65b523a7e847037a867e968e_lab,Croissant aux amandes,Almond croissant
b6229b86368df52ce69e1b8f08f50463_lab,Donut (tous types),Donut
6315af6bf47a36315c77f5bfe1424d06_lab,Fougasse,Fougasse Bread (Provence)
748594618a6cc320c5cf3a873705d03c_lab,Muffin tout chocolat,Chocolate muffin
567ae16a910e9dcc3023bb81f2effcb0_lab,Muffin nature ou myrtilles,Plain muffin
2789e2adecb5019afcefb448fa8387da_lab,Pain au chocolat,Pain au chocolat
8b6dadc91f6d2d957b2d6c5cc91b65e1_lab,Pain aux raisins,Raisin bread
c0b2cac1d3e772d2ffa295d535abb26a_lab,Pain viennois,Vienna bread
7074b1a3a884d0985149c999b05a6a27_lab,Plié au chocolat,Chocolate bread
background_lab,Arrière plan ( général),Background
couvert_lab,Couverts,Cutlery
main_lab,Main (humaine),Hand ( human)
papieralu_lab,Papier Aluminium,Aluminium foil
5cb1ae2bc4ff8ffa171f64144b3f5c5e_lab,Code barre (pris de très près),barcode
34efbebd2a2f93464afd5ac20c983be4_lab,Emballage alimentaire divers (pris de près),packaging
584dde6a81c94568941e4d77c7691005_lab,Visage,Face
4b9c1ff56d384a2c9f1cae1fac8ea6ae_lab,Personne,Person
a74fedf467d544a18826b6d7c2f1a19b_lab,Assiette,Plate
f5f975ba042a4ce99e1570cd96d90dbe_lab,Fourchette,Fork
e3db1fe014b749b6ad7e93e8b03ea5fc_lab,Couteau,Knife
fa7aba1b2a5b4e5b943e6a72067ec94f_lab,Cuillière,Spoon
5ac33645a6574a2e8a9fadc4b6fb22e9_lab,Serviette,Napkin
cbba83b24a154049ae97ecbb9915885b_lab,Verre à pied,Wine glass
bcddb1edb193427fb6141d84cf1cea1b_lab,Verre (verre),Glass
00a80fe75c2a4e4d9601a1a222134c88_lab,Verre (plastique),Plastic cup
080f431bf70e4ddd8aa1d664bfd5eda2_lab,Tasse (mug),Mug
ab45fa98947647679d0fb798c7528c4e_lab,Bol,Bowl
1c319b7529874404a709b6638351be5e_lab,Cannette,Can
607c33938ffe4f03a630df9696c7225f_lab,Bouteille en plastique,Plastic bottle
1289214e4c884fe8b0c7c95b99a04389_lab,Bouteille en verre,Glass bottle
840f33a6614f4af2b32523ba9216b915_lab,Boîte en carton / plastique,Cardboard / Plastic box
bc2dca38fd674bd1bb96976cd1e66e2d_lab,Divers,Miscellaneous
